date_id,full_date,day_of_week,day_number,month_number,month_name,quarter,year,is_weekend,is_np_holiday
449,2020-03-24,Tuesday,24,3,March,Q1,2020,0,0
450,2020-03-25,Wednesday,25,3,March,Q1,2020,0,0
451,2020-03-26,Thursday,26,3,March,Q1,2020,0,0
452,2020-03-27,Friday,27,3,March,Q1,2020,0,0
453,2020-03-28,Saturday,28,3,March,Q1,2020,1,0
454,2020-03-29,Sunday,29,3,March,Q1,2020,1,0
455,2020-03-30,Monday,30,3,March,Q1,2020,0,0
456,2020-03-31,Tuesday,31,3,March,Q1,2020,0,0
457,2020-04-01,Wednesday,1,4,April,Q2,2020,0,0
458,2020-04-02,Thursday,2,4,April,Q2,2020,0,0
459,2020-04-03,Friday,3,4,April,Q2,2020,0,0
460,2020-04-04,Saturday,4,4,April,Q2,2020,1,0
461,2020-04-05,Sunday,5,4,April,Q2,2020,1,0
462,2020-04-06,Monday,6,4,April,Q2,2020,0,0
463,2020-04-07,Tuesday,7,4,April,Q2,2020,0,0
464,2020-04-08,Wednesday,8,4,April,Q2,2020,0,0
465,2020-04-09,Thursday,9,4,April,Q2,2020,0,0
466,2020-04-10,Friday,10,4,April,Q2,2020,0,0
467,2020-04-11,Saturday,11,4,April,Q2,2020,1,0
468,2020-04-12,Sunday,12,4,April,Q2,2020,1,0
469,2020-04-13,Monday,13,4,April,Q2,2020,0,0
470,2020-04-14,Tuesday,14,4,April,Q2,2020,0,1
471,2020-04-15,Wednesday,15,4,April,Q2,2020,0,1
472,2020-04-16,Thursday,16,4,April,Q2,2020,0,0
473,2020-04-17,Friday,17,4,April,Q2,2020,0,0
474,2020-04-18,Saturday,18,4,April,Q2,2020,1,0
475,2020-04-19,Sunday,19,4,April,Q2,2020,1,0
476,2020-04-20,Monday,20,4,April,Q2,2020,0,0
477,2020-04-21,Tuesday,21,4,April,Q2,2020,0,0
478,2020-04-22,Wednesday,22,4,April,Q2,2020,0,0
479,2020-04-23,Thursday,23,4,April,Q2,2020,0,0
480,2020-04-24,Friday,24,4,April,Q2,2020,0,0
481,2020-04-25,Saturday,25,4,April,Q2,2020,1,0
482,2020-04-26,Sunday,26,4,April,Q2,2020,1,0
483,2020-04-27,Monday,27,4,April,Q2,2020,0,0
484,2020-04-28,Tuesday,28,4,April,Q2,2020,0,0
485,2020-04-29,Wednesday,29,4,April,Q2,2020,0,0
486,2020-04-30,Thursday,30,4,April,Q2,2020,0,0
487,2020-05-01,Friday,1,5,May,Q2,2020,0,0
488,2020-05-02,Saturday,2,5,May,Q2,2020,1,0
489,2020-05-03,Sunday,3,5,May,Q2,2020,1,0
490,2020-05-04,Monday,4,5,May,Q2,2020,0,0
491,2020-05-05,Tuesday,5,5,May,Q2,2020,0,0
492,2020-05-06,Wednesday,6,5,May,Q2,2020,0,0
493,2020-05-07,Thursday,7,5,May,Q2,2020,0,0
494,2020-05-08,Friday,8,5,May,Q2,2020,0,0
495,2020-05-09,Saturday,9,5,May,Q2,2020,1,0
496,2020-05-10,Sunday,10,5,May,Q2,2020,1,0
497,2020-05-11,Monday,11,5,May,Q2,2020,0,0
498,2020-05-12,Tuesday,12,5,May,Q2,2020,0,0
499,2020-05-13,Wednesday,13,5,May,Q2,2020,0,0
500,2020-05-14,Thursday,14,5,May,Q2,2020,0,0
501,2020-05-15,Friday,15,5,May,Q2,2020,0,1
502,2020-05-16,Saturday,16,5,May,Q2,2020,1,1
503,2020-05-17,Sunday,17,5,May,Q2,2020,1,0
504,2020-05-18,Monday,18,5,May,Q2,2020,0,0
505,2020-05-19,Tuesday,19,5,May,Q2,2020,0,0
506,2020-05-20,Wednesday,20,5,May,Q2,2020,0,0
507,2020-05-21,Thursday,21,5,May,Q2,2020,0,0
508,2020-05-22,Friday,22,5,May,Q2,2020,0,0
509,2020-05-23,Saturday,23,5,May,Q2,2020,1,0
510,2020-05-24,Sunday,24,5,May,Q2,2020,1,0
511,2020-05-25,Monday,25,5,May,Q2,2020,0,0
512,2020-05-26,Tuesday,26,5,May,Q2,2020,0,0
513,2020-05-27,Wednesday,27,5,May,Q2,2020,0,0
514,2020-05-28,Thursday,28,5,May,Q2,2020,0,0
515,2020-05-29,Friday,29,5,May,Q2,2020,0,0
516,2020-05-30,Saturday,30,5,May,Q2,2020,1,0
517,2020-05-31,Sunday,31,5,May,Q2,2020,1,0
518,2020-06-01,Monday,1,6,June,Q2,2020,0,0
519,2020-06-02,Tuesday,2,6,June,Q2,2020,0,0
520,2020-06-03,Wednesday,3,6,June,Q2,2020,0,0
521,2020-06-04,Thursday,4,6,June,Q2,2020,0,0
522,2020-06-05,Friday,5,6,June,Q2,2020,0,0
523,2020-06-06,Saturday,6,6,June,Q2,2020,1,0
524,2020-06-07,Sunday,7,6,June,Q2,2020,1,0
525,2020-06-08,Monday,8,6,June,Q2,2020,0,0
526,2020-06-09,Tuesday,9,6,June,Q2,2020,0,0
527,2020-06-10,Wednesday,10,6,June,Q2,2020,0,0
528,2020-06-11,Thursday,11,6,June,Q2,2020,0,0
529,2020-06-12,Friday,12,6,June,Q2,2020,0,0
530,2020-06-13,Saturday,13,6,June,Q2,2020,1,0
531,2020-06-14,Sunday,14,6,June,Q2,2020,1,0
532,2020-06-15,Monday,15,6,June,Q2,2020,0,0
533,2020-06-16,Tuesday,16,6,June,Q2,2020,0,0
534,2020-06-17,Wednesday,17,6,June,Q2,2020,0,0
535,2020-06-18,Thursday,18,6,June,Q2,2020,0,0
536,2020-06-19,Friday,19,6,June,Q2,2020,0,0
537,2020-06-20,Saturday,20,6,June,Q2,2020,1,0
538,2020-06-21,Sunday,21,6,June,Q2,2020,1,0
539,2020-06-22,Monday,22,6,June,Q2,2020,0,0
540,2020-06-23,Tuesday,23,6,June,Q2,2020,0,0
541,2020-06-24,Wednesday,24,6,June,Q2,2020,0,0
542,2020-06-25,Thursday,25,6,June,Q2,2020,0,0
543,2020-06-26,Friday,26,6,June,Q2,2020,0,0
544,2020-06-27,Saturday,27,6,June,Q2,2020,1,0
545,2020-06-28,Sunday,28,6,June,Q2,2020,1,0
546,2020-06-29,Monday,29,6,June,Q2,2020,0,0
547,2020-06-30,Tuesday,30,6,June,Q2,2020,0,0
548,2020-07-01,Wednesday,1,7,July,Q3,2020,0,0
549,2020-07-02,Thursday,2,7,July,Q3,2020,0,0
550,2020-07-03,Friday,3,7,July,Q3,2020,0,0
551,2020-07-04,Saturday,4,7,July,Q3,2020,1,0
552,2020-07-05,Sunday,5,7,July,Q3,2020,1,0
553,2020-07-06,Monday,6,7,July,Q3,2020,0,0
554,2020-07-07,Tuesday,7,7,July,Q3,2020,0,0
555,2020-07-08,Wednesday,8,7,July,Q3,2020,0,0
556,2020-07-09,Thursday,9,7,July,Q3,2020,0,0
557,2020-07-10,Friday,10,7,July,Q3,2020,0,0
558,2020-07-11,Saturday,11,7,July,Q3,2020,1,0
559,2020-07-12,Sunday,12,7,July,Q3,2020,1,0
560,2020-07-13,Monday,13,7,July,Q3,2020,0,0
561,2020-07-14,Tuesday,14,7,July,Q3,2020,0,0
562,2020-07-15,Wednesday,15,7,July,Q3,2020,0,0
563,2020-07-16,Thursday,16,7,July,Q3,2020,0,0
564,2020-07-17,Friday,17,7,July,Q3,2020,0,0
565,2020-07-18,Saturday,18,7,July,Q3,2020,1,0
566,2020-07-19,Sunday,19,7,July,Q3,2020,1,0
567,2020-07-20,Monday,20,7,July,Q3,2020,0,0
568,2020-07-21,Tuesday,21,7,July,Q3,2020,0,0
569,2020-07-22,Wednesday,22,7,July,Q3,2020,0,0
570,2020-07-23,Thursday,23,7,July,Q3,2020,0,0
571,2020-07-24,Friday,24,7,July,Q3,2020,0,0
572,2020-07-25,Saturday,25,7,July,Q3,2020,1,0
573,2020-07-26,Sunday,26,7,July,Q3,2020,1,0
574,2020-07-27,Monday,27,7,July,Q3,2020,0,0
575,2020-07-28,Tuesday,28,7,July,Q3,2020,0,0
576,2020-07-29,Wednesday,29,7,July,Q3,2020,0,0
577,2020-07-30,Thursday,30,7,July,Q3,2020,0,0
578,2020-07-31,Friday,31,7,July,Q3,2020,0,0
579,2020-08-01,Saturday,1,8,August,Q3,2020,1,0
580,2020-08-02,Sunday,2,8,August,Q3,2020,1,0
581,2020-08-03,Monday,3,8,August,Q3,2020,0,0
582,2020-08-04,Tuesday,4,8,August,Q3,2020,0,0
583,2020-08-05,Wednesday,5,8,August,Q3,2020,0,0
584,2020-08-06,Thursday,6,8,August,Q3,2020,0,0
585,2020-08-07,Friday,7,8,August,Q3,2020,0,0
586,2020-08-08,Saturday,8,8,August,Q3,2020,1,0
587,2020-08-09,Sunday,9,8,August,Q3,2020,1,0
588,2020-08-10,Monday,10,8,August,Q3,2020,0,0
589,2020-08-11,Tuesday,11,8,August,Q3,2020,0,0
590,2020-08-12,Wednesday,12,8,August,Q3,2020,0,0
591,2020-08-13,Thursday,13,8,August,Q3,2020,0,0
592,2020-08-14,Friday,14,8,August,Q3,2020,0,0
593,2020-08-15,Saturday,15,8,August,Q3,2020,1,0
594,2020-08-16,Sunday,16,8,August,Q3,2020,1,0
595,2020-08-17,Monday,17,8,August,Q3,2020,0,0
596,2020-08-18,Tuesday,18,8,August,Q3,2020,0,0
597,2020-08-19,Wednesday,19,8,August,Q3,2020,0,0
598,2020-08-20,Thursday,20,8,August,Q3,2020,0,0
599,2020-08-21,Friday,21,8,August,Q3,2020,0,0
600,2020-08-22,Saturday,22,8,August,Q3,2020,1,0
601,2020-08-23,Sunday,23,8,August,Q3,2020,1,0
602,2020-08-24,Monday,24,8,August,Q3,2020,0,0
603,2020-08-25,Tuesday,25,8,August,Q3,2020,0,0
604,2020-08-26,Wednesday,26,8,August,Q3,2020,0,0
605,2020-08-27,Thursday,27,8,August,Q3,2020,0,0
606,2020-08-28,Friday,28,8,August,Q3,2020,0,0
607,2020-08-29,Saturday,29,8,August,Q3,2020,1,0
608,2020-08-30,Sunday,30,8,August,Q3,2020,1,0
609,2020-08-31,Monday,31,8,August,Q3,2020,0,0
610,2020-09-01,Tuesday,1,9,September,Q3,2020,0,0
611,2020-09-02,Wednesday,2,9,September,Q3,2020,0,0
612,2020-09-03,Thursday,3,9,September,Q3,2020,0,0
613,2020-09-04,Friday,4,9,September,Q3,2020,0,0
614,2020-09-05,Saturday,5,9,September,Q3,2020,1,0
615,2020-09-06,Sunday,6,9,September,Q3,2020,1,0
616,2020-09-07,Monday,7,9,September,Q3,2020,0,0
617,2020-09-08,Tuesday,8,9,September,Q3,2020,0,0
618,2020-09-09,Wednesday,9,9,September,Q3,2020,0,0
619,2020-09-10,Thursday,10,9,September,Q3,2020,0,0
620,2020-09-11,Friday,11,9,September,Q3,2020,0,0
621,2020-09-12,Saturday,12,9,September,Q3,2020,1,0
622,2020-09-13,Sunday,13,9,September,Q3,2020,1,0
623,2020-09-14,Monday,14,9,September,Q3,2020,0,0
624,2020-09-15,Tuesday,15,9,September,Q3,2020,0,0
625,2020-09-16,Wednesday,16,9,September,Q3,2020,0,0
626,2020-09-17,Thursday,17,9,September,Q3,2020,0,0
627,2020-09-18,Friday,18,9,September,Q3,2020,0,0
628,2020-09-19,Saturday,19,9,September,Q3,2020,1,0
629,2020-09-20,Sunday,20,9,September,Q3,2020,1,0
630,2020-09-21,Monday,21,9,September,Q3,2020,0,0
631,2020-09-22,Tuesday,22,9,September,Q3,2020,0,0
632,2020-09-23,Wednesday,23,9,September,Q3,2020,0,0
633,2020-09-24,Thursday,24,9,September,Q3,2020,0,0
634,2020-09-25,Friday,25,9,September,Q3,2020,0,0
635,2020-09-26,Saturday,26,9,September,Q3,2020,1,0
636,2020-09-27,Sunday,27,9,September,Q3,2020,1,0
637,2020-09-28,Monday,28,9,September,Q3,2020,0,0
638,2020-09-29,Tuesday,29,9,September,Q3,2020,0,0
639,2020-09-30,Wednesday,30,9,September,Q3,2020,0,0
640,2020-10-01,Thursday,1,10,October,Q4,2020,0,0
641,2020-10-02,Friday,2,10,October,Q4,2020,0,0
642,2020-10-03,Saturday,3,10,October,Q4,2020,1,0
643,2020-10-04,Sunday,4,10,October,Q4,2020,1,0
644,2020-10-05,Monday,5,10,October,Q4,2020,0,0
645,2020-10-06,Tuesday,6,10,October,Q4,2020,0,0
646,2020-10-07,Wednesday,7,10,October,Q4,2020,0,0
647,2020-10-08,Thursday,8,10,October,Q4,2020,0,0
648,2020-10-09,Friday,9,10,October,Q4,2020,0,0
649,2020-10-10,Saturday,10,10,October,Q4,2020,1,1
650,2020-10-11,Sunday,11,10,October,Q4,2020,1,1
651,2020-10-12,Monday,12,10,October,Q4,2020,0,1
652,2020-10-13,Tuesday,13,10,October,Q4,2020,0,1
653,2020-10-14,Wednesday,14,10,October,Q4,2020,0,1
654,2020-10-15,Thursday,15,10,October,Q4,2020,0,1
655,2020-10-16,Friday,16,10,October,Q4,2020,0,1
656,2020-10-17,Saturday,17,10,October,Q4,2020,1,1
657,2020-10-18,Sunday,18,10,October,Q4,2020,1,1
658,2020-10-19,Monday,19,10,October,Q4,2020,0,1
659,2020-10-20,Tuesday,20,10,October,Q4,2020,0,1
660,2020-10-21,Wednesday,21,10,October,Q4,2020,0,1
661,2020-10-22,Thursday,22,10,October,Q4,2020,0,0
662,2020-10-23,Friday,23,10,October,Q4,2020,0,0
663,2020-10-24,Saturday,24,10,October,Q4,2020,1,0
664,2020-10-25,Sunday,25,10,October,Q4,2020,1,0
665,2020-10-26,Monday,26,10,October,Q4,2020,0,0
666,2020-10-27,Tuesday,27,10,October,Q4,2020,0,0
667,2020-10-28,Wednesday,28,10,October,Q4,2020,0,1
668,2020-10-29,Thursday,29,10,October,Q4,2020,0,1
669,2020-10-30,Friday,30,10,October,Q4,2020,0,1
670,2020-10-31,Saturday,31,10,October,Q4,2020,1,1
671,2020-11-01,Sunday,1,11,November,Q4,2020,1,1
672,2020-11-02,Monday,2,11,November,Q4,2020,0,1
673,2020-11-03,Tuesday,3,11,November,Q4,2020,0,1
674,2020-11-04,Wednesday,4,11,November,Q4,2020,0,1
675,2020-11-05,Thursday,5,11,November,Q4,2020,0,0
676,2020-11-06,Friday,6,11,November,Q4,2020,0,0
677,2020-11-07,Saturday,7,11,November,Q4,2020,1,0
678,2020-11-08,Sunday,8,11,November,Q4,2020,1,0
679,2020-11-09,Monday,9,11,November,Q4,2020,0,0
680,2020-11-10,Tuesday,10,11,November,Q4,2020,0,0
681,2020-11-11,Wednesday,11,11,November,Q4,2020,0,0
682,2020-11-12,Thursday,12,11,November,Q4,2020,0,0
683,2020-11-13,Friday,13,11,November,Q4,2020,0,0
684,2020-11-14,Saturday,14,11,November,Q4,2020,1,0
685,2020-11-15,Sunday,15,11,November,Q4,2020,1,0
686,2020-11-16,Monday,16,11,November,Q4,2020,0,0
687,2020-11-17,Tuesday,17,11,November,Q4,2020,0,0
688,2020-11-18,Wednesday,18,11,November,Q4,2020,0,0
689,2020-11-19,Thursday,19,11,November,Q4,2020,0,0
690,2020-11-20,Friday,20,11,November,Q4,2020,0,0
691,2020-11-21,Saturday,21,11,November,Q4,2020,1,0
692,2020-11-22,Sunday,22,11,November,Q4,2020,1,0
693,2020-11-23,Monday,23,11,November,Q4,2020,0,0
694,2020-11-24,Tuesday,24,11,November,Q4,2020,0,0
695,2020-11-25,Wednesday,25,11,November,Q4,2020,0,0
696,2020-11-26,Thursday,26,11,November,Q4,2020,0,0
697,2020-11-27,Friday,27,11,November,Q4,2020,0,0
698,2020-11-28,Saturday,28,11,November,Q4,2020,1,0
699,2020-11-29,Sunday,29,11,November,Q4,2020,1,0
700,2020-11-30,Monday,30,11,November,Q4,2020,0,0
701,2020-12-01,Tuesday,1,12,December,Q4,2020,0,0
702,2020-12-02,Wednesday,2,12,December,Q4,2020,0,0
703,2020-12-03,Thursday,3,12,December,Q4,2020,0,0
704,2020-12-04,Friday,4,12,December,Q4,2020,0,0
705,2020-12-05,Saturday,5,12,December,Q4,2020,1,0
706,2020-12-06,Sunday,6,12,December,Q4,2020,1,0
707,2020-12-07,Monday,7,12,December,Q4,2020,0,0
708,2020-12-08,Tuesday,8,12,December,Q4,2020,0,0
709,2020-12-09,Wednesday,9,12,December,Q4,2020,0,0
710,2020-12-10,Thursday,10,12,December,Q4,2020,0,0
711,2020-12-11,Friday,11,12,December,Q4,2020,0,0
712,2020-12-12,Saturday,12,12,December,Q4,2020,1,0
713,2020-12-13,Sunday,13,12,December,Q4,2020,1,0
714,2020-12-14,Monday,14,12,December,Q4,2020,0,0
715,2020-12-15,Tuesday,15,12,December,Q4,2020,0,0
716,2020-12-16,Wednesday,16,12,December,Q4,2020,0,0
717,2020-12-17,Thursday,17,12,December,Q4,2020,0,0
718,2020-12-18,Friday,18,12,December,Q4,2020,0,0
719,2020-12-19,Saturday,19,12,December,Q4,2020,1,0
720,2020-12-20,Sunday,20,12,December,Q4,2020,1,0
721,2020-12-21,Monday,21,12,December,Q4,2020,0,0
722,2020-12-22,Tuesday,22,12,December,Q4,2020,0,0
723,2020-12-23,Wednesday,23,12,December,Q4,2020,0,0
724,2020-12-24,Thursday,24,12,December,Q4,2020,0,0
725,2020-12-25,Friday,25,12,December,Q4,2020,0,0
726,2020-12-26,Saturday,26,12,December,Q4,2020,1,0
727,2020-12-27,Sunday,27,12,December,Q4,2020,1,0
728,2020-12-28,Monday,28,12,December,Q4,2020,0,0
729,2020-12-29,Tuesday,29,12,December,Q4,2020,0,0
730,2020-12-30,Wednesday,30,12,December,Q4,2020,0,0
731,2020-12-31,Thursday,31,12,December,Q4,2020,0,0
732,2021-01-01,Friday,1,1,January,Q1,2021,0,0
733,2021-01-02,Saturday,2,1,January,Q1,2021,1,0
734,2021-01-03,Sunday,3,1,January,Q1,2021,1,0
735,2021-01-04,Monday,4,1,January,Q1,2021,0,0
736,2021-01-05,Tuesday,5,1,January,Q1,2021,0,0
737,2021-01-06,Wednesday,6,1,January,Q1,2021,0,0
738,2021-01-07,Thursday,7,1,January,Q1,2021,0,0
739,2021-01-08,Friday,8,1,January,Q1,2021,0,0
740,2021-01-09,Saturday,9,1,January,Q1,2021,1,0
741,2021-01-10,Sunday,10,1,January,Q1,2021,1,0
742,2021-01-11,Monday,11,1,January,Q1,2021,0,0
743,2021-01-12,Tuesday,12,1,January,Q1,2021,0,0
744,2021-01-13,Wednesday,13,1,January,Q1,2021,0,0
745,2021-01-14,Thursday,14,1,January,Q1,2021,0,0
746,2021-01-15,Friday,15,1,January,Q1,2021,0,0
747,2021-01-16,Saturday,16,1,January,Q1,2021,1,0
748,2021-01-17,Sunday,17,1,January,Q1,2021,1,0
749,2021-01-18,Monday,18,1,January,Q1,2021,0,0
750,2021-01-19,Tuesday,19,1,January,Q1,2021,0,0
751,2021-01-20,Wednesday,20,1,January,Q1,2021,0,0
752,2021-01-21,Thursday,21,1,January,Q1,2021,0,0
753,2021-01-22,Friday,22,1,January,Q1,2021,0,0
754,2021-01-23,Saturday,23,1,January,Q1,2021,1,0
755,2021-01-24,Sunday,24,1,January,Q1,2021,1,0
756,2021-01-25,Monday,25,1,January,Q1,2021,0,0
757,2021-01-26,Tuesday,26,1,January,Q1,2021,0,0
758,2021-01-27,Wednesday,27,1,January,Q1,2021,0,0
759,2021-01-28,Thursday,28,1,January,Q1,2021,0,0
760,2021-01-29,Friday,29,1,January,Q1,2021,0,0
761,2021-01-30,Saturday,30,1,January,Q1,2021,1,0
762,2021-01-31,Sunday,31,1,January,Q1,2021,1,0
763,2021-02-01,Monday,1,2,February,Q1,2021,0,0
764,2021-02-02,Tuesday,2,2,February,Q1,2021,0,0
765,2021-02-03,Wednesday,3,2,February,Q1,2021,0,0
766,2021-02-04,Thursday,4,2,February,Q1,2021,0,0
767,2021-02-05,Friday,5,2,February,Q1,2021,0,0
768,2021-02-06,Saturday,6,2,February,Q1,2021,1,0
769,2021-02-07,Sunday,7,2,February,Q1,2021,1,0
770,2021-02-08,Monday,8,2,February,Q1,2021,0,0
771,2021-02-09,Tuesday,9,2,February,Q1,2021,0,0
772,2021-02-10,Wednesday,10,2,February,Q1,2021,0,0
773,2021-02-11,Thursday,11,2,February,Q1,2021,0,0
774,2021-02-12,Friday,12,2,February,Q1,2021,0,0
775,2021-02-13,Saturday,13,2,February,Q1,2021,1,0
776,2021-02-14,Sunday,14,2,February,Q1,2021,1,0
777,2021-02-15,Monday,15,2,February,Q1,2021,0,0
778,2021-02-16,Tuesday,16,2,February,Q1,2021,0,0
779,2021-02-17,Wednesday,17,2,February,Q1,2021,0,0
780,2021-02-18,Thursday,18,2,February,Q1,2021,0,0
781,2021-02-19,Friday,19,2,February,Q1,2021,0,0
782,2021-02-20,Saturday,20,2,February,Q1,2021,1,0
783,2021-02-21,Sunday,21,2,February,Q1,2021,1,0
784,2021-02-22,Monday,22,2,February,Q1,2021,0,0
785,2021-02-23,Tuesday,23,2,February,Q1,2021,0,0
786,2021-02-24,Wednesday,24,2,February,Q1,2021,0,0
787,2021-02-25,Thursday,25,2,February,Q1,2021,0,0
788,2021-02-26,Friday,26,2,February,Q1,2021,0,0
789,2021-02-27,Saturday,27,2,February,Q1,2021,1,0
790,2021-02-28,Sunday,28,2,February,Q1,2021,1,0
791,2021-03-01,Monday,1,3,March,Q1,2021,0,0
792,2021-03-02,Tuesday,2,3,March,Q1,2021,0,0
793,2021-03-03,Wednesday,3,3,March,Q1,2021,0,0
794,2021-03-04,Thursday,4,3,March,Q1,2021,0,0
795,2021-03-05,Friday,5,3,March,Q1,2021,0,0
796,2021-03-06,Saturday,6,3,March,Q1,2021,1,0
797,2021-03-07,Sunday,7,3,March,Q1,2021,1,0
798,2021-03-08,Monday,8,3,March,Q1,2021,0,0
799,2021-03-09,Tuesday,9,3,March,Q1,2021,0,0
800,2021-03-10,Wednesday,10,3,March,Q1,2021,0,0
801,2021-03-11,Thursday,11,3,March,Q1,2021,0,0
802,2021-03-12,Friday,12,3,March,Q1,2021,0,0
803,2021-03-13,Saturday,13,3,March,Q1,2021,1,0
804,2021-03-14,Sunday,14,3,March,Q1,2021,1,1
805,2021-03-15,Monday,15,3,March,Q1,2021,0,1
806,2021-03-16,Tuesday,16,3,March,Q1,2021,0,0
807,2021-03-17,Wednesday,17,3,March,Q1,2021,0,0
808,2021-03-18,Thursday,18,3,March,Q1,2021,0,0
809,2021-03-19,Friday,19,3,March,Q1,2021,0,0
810,2021-03-20,Saturday,20,3,March,Q1,2021,1,0
811,2021-03-21,Sunday,21,3,March,Q1,2021,1,0
812,2021-03-22,Monday,22,3,March,Q1,2021,0,0
813,2021-03-23,Tuesday,23,3,March,Q1,2021,0,0
814,2021-03-24,Wednesday,24,3,March,Q1,2021,0,0
815,2021-03-25,Thursday,25,3,March,Q1,2021,0,0
816,2021-03-26,Friday,26,3,March,Q1,2021,0,0
817,2021-03-27,Saturday,27,3,March,Q1,2021,1,0
818,2021-03-28,Sunday,28,3,March,Q1,2021,1,0
819,2021-03-29,Monday,29,3,March,Q1,2021,0,0
820,2021-03-30,Tuesday,30,3,March,Q1,2021,0,0
821,2021-03-31,Wednesday,31,3,March,Q1,2021,0,0
822,2021-04-01,Thursday,1,4,April,Q2,2021,0,0
823,2021-04-02,Friday,2,4,April,Q2,2021,0,0
824,2021-04-03,Saturday,3,4,April,Q2,2021,1,0
825,2021-04-04,Sunday,4,4,April,Q2,2021,1,0
826,2021-04-05,Monday,5,4,April,Q2,2021,0,0
827,2021-04-06,Tuesday,6,4,April,Q2,2021,0,0
828,2021-04-07,Wednesday,7,4,April,Q2,2021,0,0
829,2021-04-08,Thursday,8,4,April,Q2,2021,0,0
830,2021-04-09,Friday,9,4,April,Q2,2021,0,0
831,2021-04-10,Saturday,10,4,April,Q2,2021,1,0
832,2021-04-11,Sunday,11,4,April,Q2,2021,1,0
833,2021-04-12,Monday,12,4,April,Q2,2021,0,0
834,2021-04-13,Tuesday,13,4,April,Q2,2021,0,0
835,2021-04-14,Wednesday,14,4,April,Q2,2021,0,1
836,2021-04-15,Thursday,15,4,April,Q2,2021,0,1
837,2021-04-16,Friday,16,4,April,Q2,2021,0,0
838,2021-04-17,Saturday,17,4,April,Q2,2021,1,0
839,2021-04-18,Sunday,18,4,April,Q2,2021,1,0
840,2021-04-19,Monday,19,4,April,Q2,2021,0,0
841,2021-04-20,Tuesday,20,4,April,Q2,2021,0,0
842,2021-04-21,Wednesday,21,4,April,Q2,2021,0,0
843,2021-04-22,Thursday,22,4,April,Q2,2021,0,0
844,2021-04-23,Friday,23,4,April,Q2,2021,0,0
845,2021-04-24,Saturday,24,4,April,Q2,2021,1,0
846,2021-04-25,Sunday,25,4,April,Q2,2021,1,0
847,2021-04-26,Monday,26,4,April,Q2,2021,0,0
848,2021-04-27,Tuesday,27,4,April,Q2,2021,0,0
849,2021-04-28,Wednesday,28,4,April,Q2,2021,0,0
850,2021-04-29,Thursday,29,4,April,Q2,2021,0,0
851,2021-04-30,Friday,30,4,April,Q2,2021,0,0
852,2021-05-01,Saturday,1,5,May,Q2,2021,1,0
853,2021-05-02,Sunday,2,5,May,Q2,2021,1,0
854,2021-05-03,Monday,3,5,May,Q2,2021,0,0
855,2021-05-04,Tuesday,4,5,May,Q2,2021,0,0
856,2021-05-05,Wednesday,5,5,May,Q2,2021,0,0
857,2021-05-06,Thursday,6,5,May,Q2,2021,0,0
858,2021-05-07,Friday,7,5,May,Q2,2021,0,0
859,2021-05-08,Saturday,8,5,May,Q2,2021,1,0
860,2021-05-09,Sunday,9,5,May,Q2,2021,1,0
861,2021-05-10,Monday,10,5,May,Q2,2021,0,0
862,2021-05-11,Tuesday,11,5,May,Q2,2021,0,0
863,2021-05-12,Wednesday,12,5,May,Q2,2021,0,0
864,2021-05-13,Thursday,13,5,May,Q2,2021,0,0
865,2021-05-14,Friday,14,5,May,Q2,2021,0,0
866,2021-05-15,Saturday,15,5,May,Q2,2021,1,1
867,2021-05-16,Sunday,16,5,May,Q2,2021,1,1
868,2021-05-17,Monday,17,5,May,Q2,2021,0,0
869,2021-05-18,Tuesday,18,5,May,Q2,2021,0,0
870,2021-05-19,Wednesday,19,5,May,Q2,2021,0,0
871,2021-05-20,Thursday,20,5,May,Q2,2021,0,0
872,2021-05-21,Friday,21,5,May,Q2,2021,0,0
873,2021-05-22,Saturday,22,5,May,Q2,2021,1,0
874,2021-05-23,Sunday,23,5,May,Q2,2021,1,0
875,2021-05-24,Monday,24,5,May,Q2,2021,0,0
876,2021-05-25,Tuesday,25,5,May,Q2,2021,0,0
877,2021-05-26,Wednesday,26,5,May,Q2,2021,0,0
878,2021-05-27,Thursday,27,5,May,Q2,2021,0,0
879,2021-05-28,Friday,28,5,May,Q2,2021,0,0
880,2021-05-29,Saturday,29,5,May,Q2,2021,1,0
881,2021-05-30,Sunday,30,5,May,Q2,2021,1,0
882,2021-05-31,Monday,31,5,May,Q2,2021,0,0
883,2021-06-01,Tuesday,1,6,June,Q2,2021,0,0
884,2021-06-02,Wednesday,2,6,June,Q2,2021,0,0
885,2021-06-03,Thursday,3,6,June,Q2,2021,0,0
886,2021-06-04,Friday,4,6,June,Q2,2021,0,0
887,2021-06-05,Saturday,5,6,June,Q2,2021,1,0
888,2021-06-06,Sunday,6,6,June,Q2,2021,1,0
889,2021-06-07,Monday,7,6,June,Q2,2021,0,0
890,2021-06-08,Tuesday,8,6,June,Q2,2021,0,0
891,2021-06-09,Wednesday,9,6,June,Q2,2021,0,0
892,2021-06-10,Thursday,10,6,June,Q2,2021,0,0
893,2021-06-11,Friday,11,6,June,Q2,2021,0,0
894,2021-06-12,Saturday,12,6,June,Q2,2021,1,0
895,2021-06-13,Sunday,13,6,June,Q2,2021,1,0
896,2021-06-14,Monday,14,6,June,Q2,2021,0,0
897,2021-06-15,Tuesday,15,6,June,Q2,2021,0,0
898,2021-06-16,Wednesday,16,6,June,Q2,2021,0,0
